Numero Veiculo,Placa,Tipo de Veiculo,Data,Km Percorrido,Diesel,Km Diesel,Motor,Km Motor,Dies Mot,Custo Combustivel
103059,SRW7F64,8 - MICRO COM AR,1-Sep-24,6387,2161.8,2.95,0,0,0,12841.09
103059,SRW7F64,8 - MICRO COM AR,1-Oct-24,8341,2825.6,2.95,0,0,0,16784.06
103059,SRW7F64,8 - MICRO COM AR,1-Dec-24,6724,2239.5,3,0,0,0,13302.63
103060,KOQ7179,1 - URBANO,1-Sep-24,6236,2019.4,3.09,0,0,0,11995.24
146047,RJZ4B98,1 - URBANO,1-Sep-24,8817,2940.3,3,0,0,0,17465.38
146047,RJZ4B98,1 - URBANO,1-Nov-24,8497,2965.9,2.86,0,0,0,17617.45
146051,KYV7862,1 - URBANO,1-Nov-24,9723,3082.2,3.15,0,0,0,18308.27
146062,RJW5H36,1 - URBANO,1-Oct-24,18953,5747.6,3.3,0,0,0,34140.74
146071,LTV4898,1 - URBANO,1-Oct-24,11206,3426.8,3.27,0,0,0,20355.19
146071,LTV4898,1 - URBANO,1-Nov-24,11394,3073.9,3.71,0,0,0,18258.97
146092,SRA1A70,1 - URBANO,1-Sep-24,7631,2809.4,2.72,0,0,0,16687.84
103011,LQT4905,1 - URBANO,1-Mar-25,8099,2399,3.38,0,0,0,14250.06
146097,LUF4334,1 - URBANO,1-Oct-24,8429,2789.4,3.02,0,0,0,16569.04
146097,LUF4334,1 - URBANO,1-Nov-24,7174,2406.3,2.98,0,0,0,14293.42
146106,SSB1J32,8 - MICRO COM AR,1-Jan-25,3995,1428.5,2.8,0,0,0,8485.29
146106,SSB1J32,8 - MICRO COM AR,1-Oct-24,2696,454.2,5.94,0,0,0,2697.95
146106,SSB1J32,8 - MICRO COM AR,1-Nov-24,1880,687.5,2.73,0,0,0,4083.75
146106,SSB1J32,8 - MICRO COM AR,1-Dec-24,509,160.3,3,0,0,0,952.18
146107,SSB5G13,8 - MICRO COM AR,1-Jan-25,6389,2495.1,2.56,0,0,0,14820.89
146107,SSB5G13,8 - MICRO COM AR,1-Oct-24,2601,861.1,3.02,0,0,0,5114.93
146107,SSB5G13,8 - MICRO COM AR,1-Nov-24,6578,2519.6,2.61,0,0,0,14966.42
146107,SSB5G13,8 - MICRO COM AR,1-Dec-24,7492,2815,3,0,0,0,16721.1
103009,KQY3114,1 - URBANO,1-Mar-25,8643,2409,3.59,0,0,0,14309.46
103056,SRW7F57,8 - MICRO COM AR,1-Mar-25,6472,2201.2,2.94,0,0,0,13075.13
103058,SRY0I02,8 - MICRO COM AR,1-Mar-25,5948,2083.9,2.85,0,0,0,12378.37
103034,LQT4907,1 - URBANO,1-Mar-25,6217,1977,3.14,0,0,0,11743.38
103059,SRW7F64,8 - MICRO COM AR,1-Mar-25,5584,1968.8,2.84,0,0,0,11694.67
103008,RJM2H53,8 - MICRO COM AR,1-Mar-25,5438,1801.3,3.02,0,0,0,10699.72
103018,LTF4360,1 - URBANO,1-Mar-25,5010,1626,3.08,0,0,0,9658.44
103002,KPT3410,1 - URBANO,1-Mar-25,4588,1594.1,2.88,0,0,0,9468.95
146107,SSB5G13,8 - MICRO COM AR,1-Mar-25,3574,1429.7,2.5,0,0,0,8492.42
103028,KPT3405,1 - URBANO,1-Mar-25,3775,1277.5,2.96,0,0,0,7588.35
146106,SSB1J32,8 - MICRO COM AR,1-Mar-25,2863,1011.7,2.83,0,0,0,6009.5
801,KRW2403,3 - CAMINHAO,1-Mar-25,0,292.4,0,0,0,0,1736.86
103022,KRF4606,1 - URBANO,1-Mar-25,375,108.9,3.44,0,0,0,646.87
802,LUL3416,3 - CAMINHAO,1-Mar-25,0,94.5,0,0,0,0,561.33
801,KRW2403,3 - CAMINHAO,1-Apr-25,0,325.3,0,0,0,0,1932.28
802,LUL3416,3 - CAMINHAO,1-Apr-25,0,402.4,0,0,0,0,2390.26
103056,SRW7F57,8 - MICRO COM AR,1-Apr-25,6106,2014,3.03,0,0,0,11963.16
103058,SRY0I02,8 - MICRO COM AR,1-Apr-25,6331,2141.3,2.96,0,0,0,12719.32
103059,SRW7F64,8 - MICRO COM AR,1-Apr-25,6456,2275.3,2.84,0,0,0,13515.28
146106,SSB1J32,8 - MICRO COM AR,1-Apr-25,4258,1526.5,2.79,0,0,0,9067.41
146107,SSB5G13,8 - MICRO COM AR,1-Apr-25,4042,1493.7,2.71,0,0,0,8872.58
802,LUL3416,3 - CAMINHAO,1-May-25,0,239.4,0,0,0,0,1422.04
103008,RJM2H53,8 - MICRO COM AR,1-May-25,3116,998,3.12,0,0,0,5928.12
103054,SRW7F38,8 - MICRO COM AR,1-May-25,3957,1255.3,3.15,0,0,0,7456.48
103056,SRW7F57,8 - MICRO COM AR,1-May-25,3939,1308,3.01,0,0,0,7769.52
103058,SRY0I02,8 - MICRO COM AR,1-May-25,3920,1320.4,2.97,0,0,0,7843.18
103059,SRW7F64,8 - MICRO COM AR,1-May-25,3299,1179.5,2.8,0,0,0,7006.23
146106,SSB1J32,8 - MICRO COM AR,1-May-25,2981,1076,2.77,0,0,0,6391.44
146107,SSB5G13,8 - MICRO COM AR,1-May-25,247,85,2.91,0,0,0,504.9
103007,LLS6859,1 - URBANO,1-Feb-25,4888,1414.5,3.46,0,0,0,8402.13
103008,RJM2H53,6 - MICRO,1-Feb-25,5571,1884.3,2.96,0,0,0,11192.74
103009,KQY3114,1 - URBANO,1-Feb-25,8050,2177.3,3.7,0,0,0,12933.16
103010,LUI9D53,5 - URBANO COM,1-Feb-25,655,385.8,1.7,0,0,0,2291.65
103011,LQT4905,1 - URBANO,1-Feb-25,7327,2170.3,3.38,0,0,0,12891.58
103012,LUI9D55,5 - URBANO COM,1-Feb-25,5262,2448.8,2.15,0,0,0,14545.87
103014,RIW5F85,5 - URBANO COM,1-Feb-25,5422,2582.9,2.1,0,0,0,15342.43
103019,LUI9D54,5 - URBANO COM,1-Feb-25,5285,2481.5,2.13,0,0,0,14740.11
103023,LUI9D56,5 - URBANO COM,1-Feb-25,5181,2588.7,2,0,0,0,15376.88
103024,RIW5F84,5 - URBANO COM,1-Feb-25,4565,2170.9,2.1,0,0,0,12895.15
103025,SQZ3E24,5 - URBANO COM,1-Feb-25,5395,2628,2.05,0,0,0,15610.32
103026,KQQ5151,1 - URBANO,1-Feb-25,5765,1781,3.24,0,0,0,10579.14
103027,SQY4G96,5 - URBANO COM,1-Feb-25,5470,2774.4,1.97,0,0,0,16479.94
103028,KPT3405,1 - URBANO,1-Feb-25,5155,1677.3,3.07,0,0,0,9963.16
103031,SRU3C02,5 - URBANO COM,1-Feb-25,5276,2568.3,2.05,0,0,0,15255.7
103033,LLY9064,1 - URBANO,1-Feb-25,5130,1816.7,2.82,0,0,0,10791.2
103037,KRA5632,1 - URBANO,1-Feb-25,7742,2074.6,3.73,0,0,0,12323.12
103039,RIO3G93,5 - URBANO COM,1-Feb-25,6113,2986.4,2.05,0,0,0,17739.22
103042,SRU3C88,5 - URBANO COM,1-Feb-25,5615,2912.3,1.93,0,0,0,17299.06
103043,SRW4I13,5 - URBANO COM,1-Feb-25,6319,3203.3,1.97,0,0,0,19027.6
103044,SRW4I10,5 - URBANO COM,1-Feb-25,5958,2717.4,2.19,0,0,0,16141.36
103045,SRW4I04,5 - URBANO COM,1-Feb-25,5985,2759,2.17,0,0,0,16388.46
103046,SRW4I06,5 - URBANO COM,1-Feb-25,6448,2896.9,2.23,0,0,0,17207.59
103049,KRY7730,5 - URBANO COM,1-Feb-25,7652,3496.3,2.19,0,0,0,20768.02
103050,KRY7731,5 - URBANO COM,1-Feb-25,7290,3392.7,2.15,0,0,0,20152.64
103051,LTC9024,5 - URBANO COM,1-Feb-25,6616,2919.3,2.27,0,0,0,17340.64
103054,SRW7F38,8 - MICRO COM A,1-Feb-25,7020,2391.3,2.94,0,0,0,14204.32
103056,SRW7F57,8 - MICRO COM A,1-Feb-25,3912,1383.2,2.83,0,0,0,8216.21
103057,KRY6882,5 - URBANO COM,1-Feb-25,7191,3127.9,2.3,0,0,0,18579.73
103058,SRY0I02,8 - MICRO COM A,1-Feb-25,6776,2353.8,2.88,0,0,0,13981.57
103059,SRW7F64,8 - MICRO COM A,1-Feb-25,6952,2419.1,2.87,0,0,0,14369.45
103063,LTM8I52,5 - URBANO COM,1-Feb-25,8831,3704.5,2.38,0,0,0,22004.73
103064,LRJ4H13,5 - URBANO COM,1-Feb-25,9250,3972.4,2.33,0,0,0,23596.06
146002,SQW3A92,5 - URBANO COM,1-Feb-25,12081,3811.5,3.17,0,0,0,22640.31
146004,RIV1J03,5 - URBANO COM,1-Feb-25,7873,2093.2,3.76,0,0,0,12433.61
146007,LRJ2E72,5 - URBANO COM,1-Feb-25,10490,3766.2,2.79,0,0,0,22371.23
146008,RIV1J01,5 - URBANO COM,1-Feb-25,5236,1810.2,2.89,0,0,0,10752.59
146010,KZO6I36,5 - URBANO COM,1-Feb-25,11187,3949.7,2.83,0,0,0,23461.22
146013,SRO3E84,5 - URBANO COM,1-Feb-25,2346,829.1,2.83,0,0,0,4924.85
146019,KRR6B23,5 - URBANO COM,1-Feb-25,8897,3029.4,2.94,0,0,0,17994.64
146023,SRJ3G24,5 - URBANO COM,1-Feb-25,8677,3592.2,2.42,0,0,0,21337.67
146024,KRY6A62,5 - URBANO COM,1-Feb-25,12345,4058.1,3.04,0,0,0,24105.11
146036,TTR0B75,5 - URBANO COM,1-Feb-25,15513,4793.7,3.24,0,0,0,28474.58
146042,KXF7J62,5 - URBANO COM,1-Feb-25,9278,3181.5,2.92,0,0,0,18898.11
146045,LSQ9I22,5 - URBANO COM,1-Feb-25,12375,4288.6,2.89,0,0,0,25474.28
146046,KXF7J48,5 - URBANO COM,1-Feb-25,10759,3794.3,2.84,0,0,0,22538.14
146049,LMV3F20,5 - URBANO COM,1-Feb-25,7396,2827.9,2.62,0,0,0,16797.73
146057,SRD9C78,5 - URBANO COM,1-Feb-25,10967,3705,2.96,0,0,0,22007.7
146058,LMV3F18,5 - URBANO COM,1-Feb-25,8030,3180.6,2.52,0,0,0,18892.76
146060,SRB8I88,5 - URBANO COM,1-Feb-25,7194,2885.1,2.49,0,0,0,17137.49
146063,KZM8I97,5 - URBANO COM,1-Feb-25,9290,3231.6,2.87,0,0,0,19195.7
146064,KRY7727,5 - URBANO COM,1-Feb-25,6794,3159.6,2.15,0,0,0,18768.02
146065,LTT7J61,5 - URBANO COM,1-Feb-25,11188,3693.1,3.03,0,0,0,21937.01
146066,KKV9E51,5 - URBANO COM,1-Feb-25,7570,3079.2,2.46,0,0,0,18290.45
146069,SRA2G50,5 - URBANO COM,1-Feb-25,7971,3542,2.25,0,0,0,21039.48
146085,SQY5E00,5 - URBANO COM,1-Feb-25,8376,3817.1,2.19,0,0,0,22673.57
146086,SRB8I70,5 - URBANO COM,1-Feb-25,10644,3468.9,3.07,0,0,0,20605.27
146087,LUI5H61,5 - URBANO COM,1-Feb-25,8995,3353.7,2.68,0,0,0,19920.98
146092,SRA1A70,5 - URBANO COM,1-Feb-25,8392,3476.5,2.41,0,0,0,20650.41
146093,LUI5H60,5 - URBANO COM,1-Feb-25,8783,3159,2.78,0,0,0,18764.46
146095,SRD9C75,5 - URBANO COM,1-Feb-25,10228,3508.3,2.92,0,0,0,20839.3
146096,LUF4333,1 - URBANO,1-Feb-25,10633,2164.1,4.91,0,0,0,12854.75
146102,KXD9618,5 - URBANO COM,1-Feb-25,7360,3105.7,2.37,0,0,0,18447.86
146105,SRS0B53,5 - URBANO COM,1-Feb-25,10165,3373.7,3.01,0,0,0,20039.78
146106,SSB1J32,8 - MICRO COM A,1-Feb-25,4447,1674.1,2.66,0,0,0,9944.15
146107,SSB5G13,8 - MICRO COM A,1-Feb-25,5529,1674.5,3.3,0,0,0,9946.53
146110,KRY6883,5 - URBANO COM,1-Feb-25,7561,3261.8,2.32,0,0,0,19375.09
146113,LRJ2E73,5 - URBANO COM,1-Feb-25,9542,3342.1,2.86,0,0,0,19852.07
146115,KRY7728,5 - URBANO COM,1-Feb-25,8677,3181.7,2.73,0,0,0,18899.3
146117,KRY6880,5 - URBANO COM,1-Feb-25,9067,3212.1,2.82,0,0,0,19079.87
146142,KRT2186,5 - URBANO COM,1-Feb-25,10294,3811,2.7,0,0,0,22637.34
146143,KRT2184,5 - URBANO COM,1-Feb-25,8395,2730.4,3.07,0,0,0,16218.58
801,KRW2403,3 - CAMINHAO,1-Feb-25,0,193.8,0,0,0,0,1151.17
146083,KXM4897,1 - URBANO SEM AR,1-May-24,0,0,0,1,0,0,0
103008,RJM2H53,6 - MICRO,1-Jan-24,5558,1795.7,3.1,1,555800,179573,10666.46
103008,RJM2H53,6 - MICRO,1-Mar-24,4919,1631.1,3.02,1,491900,163113,9688.73
103008,RJM2H53,6 - MICRO,1-Apr-24,5328,1679.9,3.17,1,532800,167989,9978.61
103008,RJM2H53,6 - MICRO,1-Jun-24,5864,1746.9,3.36,2,293200,87347,10376.59
103008,RJM2H53,6 - MICRO,1-Jul-24,6033,1758.6,3.43,2,301650,87929,10446.08
103008,RJM2H53,6 - MICRO,1-Aug-24,5925,1764.4,3.36,2,296250,88219,10480.54
103008,RJM2H53,6 - MICRO,1-Nov-24,5870,1876.2,3.13,1,5870,1876,11144.63
103054,SRW7F38,8 - MICRO COM AR,1-Oct-24,5528,1717,3.22,1,5528,1717,10198.98
103056,SRW7F57,8 - MICRO COM AR,1-Jan-25,7891,2601.9,3.03,2,3946,1301,15455.29
103056,SRW7F57,8 - MICRO COM AR,1-Aug-24,3843,946.6,4.06,1,384300,94660,5622.8
103056,SRW7F57,8 - MICRO COM AR,1-Sep-24,7031,2319.4,3,1,7031,2319,13777.24
103056,SRW7F57,8 - MICRO COM AR,1-Oct-24,7676,2550.3,3.01,2,3838,1275,15148.78
103056,SRW7F57,8 - MICRO COM AR,1-Nov-24,6441,2172.7,2.96,3,2147,724,12905.84
103058,SRY0I02,8 - MICRO COM AR,1-Sep-24,6380,2181.5,2.92,1,6380,2182,12958.11
103058,SRY0I02,8 - MICRO COM AR,1-Oct-24,6991,2280.9,3.07,2,3496,1140,13548.55
103059,SRW7F64,8 - MICRO COM AR,1-Nov-24,6854,2303.2,2.98,1,6854,2303,13681.01
103008,RJM2H53,8 - MICRO COM AR,1-Apr-25,5319,1706.1,3.12,2,2659.5,853.06,10134.23
103054,SRW7F38,8 - MICRO COM AR,1-Apr-25,7297,2337.3,3.12,2,3648.5,1168.66,13883.56
103001,KZO4250,1 - URBANO,1-Sep-24,4411,1573.4,2.8,1,4411,1573,9346
103001,KZO4250,1 - URBANO,1-Oct-24,5285,2072.8,2.55,1,5285,2073,12312.43
103001,KZO4250,1 - URBANO,1-Nov-24,5240,1799.6,2.91,3,1747,600,10689.62
103002,KPT3410,1 - URBANO,1-Sep-24,6030,2039.2,2.96,2,3015,1020,12112.85
103002,KPT3410,1 - URBANO,1-Oct-24,6629,2194,3.02,4,1657,548,13032.36
103002,KPT3410,1 - URBANO,1-Nov-24,6006,1975.5,3.04,7,858,282,11734.47
103004,LTN4981,1 - URBANO,1-Sep-24,6379,2119.2,3.01,1,6379,2119,12588.05
103004,LTN4981,1 - URBANO,1-Oct-24,6033,2048.7,2.94,2,3016,1024,12169.28
103004,LTN4981,1 - URBANO,1-Nov-24,5475,1810,3.02,3,1825,603,10751.4
103005,KXZ9123,1 - URBANO,1-Sep-24,4146,1258.1,3.3,2,2073,629,7473.11
103006,KOY8771,1 - URBANO,1-Sep-24,9147,2898.2,3.16,1,9147,2898,17215.31
103006,KOY8771,1 - URBANO,1-Oct-24,9471,2774.1,3.41,2,4736,1387,16478.15
103007,LLS6859,1 - URBANO,1-Sep-24,4877,1546.1,3.15,2,2438,773,9183.83
103009,KQY3114,1 - URBANO,1-Sep-24,6490,2044.9,3.17,1,6490,2045,12146.71
103009,KQY3114,1 - URBANO,1-Oct-24,6525,2009.2,3.25,2,3262,1005,11934.65
103009,KQY3114,1 - URBANO,1-Nov-24,6575,1903.8,3.45,6,1096,317,11308.57
103011,LQT4905,1 - URBANO,1-Sep-24,8170,2612,3.13,2,4085,1306,15515.28
103011,LQT4905,1 - URBANO,1-Nov-24,8450,2361.8,3.58,2,4225,1181,14029.09
103017,KYW2589,1 - URBANO,1-Sep-24,3656,1189.8,3.07,3,1219,397,7067.41
103018,LTF4360,1 - URBANO,1-Sep-24,6488,2154.2,3.01,1,6488,2154,12795.95
103018,LTF4360,1 - URBANO,1-Oct-24,7438,2349.2,3.17,3,2479,783,13954.25
103018,LTF4360,1 - URBANO,1-Nov-24,6628,2018,3.28,1,6628,2018,11986.92
103022,KRF4606,1 - URBANO,1-Sep-24,7650,2524.8,3.03,2,3825,1262,14997.31
103022,KRF4606,1 - URBANO,1-Oct-24,8200,2833.7,2.89,1,8200,2834,16832.18
103022,KRF4606,1 - URBANO,1-Nov-24,6853,2301.4,2.98,1,6853,2301,13670.32
103024,RIW5F84,1 - URBANO,1-Oct-24,4303,1820.9,2.36,3,1434,607,10816.15
103026,KQQ5151,1 - URBANO,1-Sep-24,4919,1509.3,3.26,2,2460,755,8965.24
103026,KQQ5151,1 - URBANO,1-Oct-24,6325,1981.1,3.19,2,3162,991,11767.73
103026,KQQ5151,1 - URBANO,1-Nov-24,5488,1574.8,3.48,3,1829,525,9354.31
103028,KPT3405,1 - URBANO,1-Sep-24,6675,2198.8,3.04,1,6675,2199,13060.87
103028,KPT3405,1 - URBANO,1-Nov-24,6610,2132.8,3.1,2,3305,1066,12668.83
103033,LLY9064,1 - URBANO,1-Nov-24,5203,1829.2,2.84,2,2602,915,10865.45
103034,LQT4907,1 - URBANO,1-Sep-24,5238,1665,3.15,2,2619,832,9890.1
103034,LQT4907,1 - URBANO,1-Nov-24,7224,2358.7,3.06,3,2408,786,14010.68
103035,LQT4906,1 - URBANO,1-Sep-24,9737,3076.1,3.17,2,4868,1538,18272.03
103035,LQT4906,1 - URBANO,1-Nov-24,10257,2943.5,3.48,1,10257,2944,17484.39
103037,KRA5632,1 - URBANO,1-Oct-24,9394,2777.7,3.38,3,3131,926,16499.54
103037,KRA5632,1 - URBANO,1-Nov-24,8136,2328.8,3.49,4,2034,582,13833.07
146036,KVX8989,1 - URBANO,1-Sep-24,5833,2074.5,2.81,1,5833,2074,12322.53
146036,KVX8989,1 - URBANO,1-Oct-24,2755,961.5,2.87,1,2755,962,5711.31
146041,RKK7D97,1 - URBANO,1-Sep-24,18863,5845.5,3.23,3,6288,1948,34722.27
146041,RKK7D97,1 - URBANO,1-Oct-24,18322,5350,3.42,4,4580,1338,31779
146041,RKK7D97,1 - URBANO,1-Nov-24,17992,4954.3,3.63,3,5997,1651,29428.54
146047,RJZ4B98,1 - URBANO,1-Oct-24,9710,3418.9,2.84,4,2428,855,20308.27
146051,KYV7862,1 - URBANO,1-Sep-24,7105,2393.3,2.97,1,7105,2393,14216.2
146051,KYV7862,1 - URBANO,1-Oct-24,9102,2966.1,3.07,2,4551,1483,17618.63
146062,RJW5H36,1 - URBANO,1-Sep-24,17505,5431.6,3.22,6,2918,905,32263.7
146062,RJW5H36,1 - URBANO,1-Nov-24,15421,4536.6,3.4,2,7710,2268,26947.4
146067,RKU6B63,1 - URBANO,1-Sep-24,17743,5457.7,3.25,3,5914,1819,32418.74
146067,RKU6B63,1 - URBANO,1-Oct-24,20308,6127.4,3.31,6,3385,1021,36396.76
146067,RKU6B63,1 - URBANO,1-Nov-24,18836,5336,3.53,2,9418,2668,31695.84
146071,LTV4898,1 - URBANO,1-Sep-24,9586,3001.4,3.19,4,2396,750,17828.32
146080,KPH4828,1 - URBANO,1-Sep-24,11379,3499,3.25,1,11379,3499,20784.06
146080,KPH4828,1 - URBANO,1-Oct-24,1240,454.8,2.73,1,1240,455,2701.51
146092,SRA1A70,1 - URBANO,1-Oct-24,9799,3628.3,2.7,1,9799,3628,21552.1
146092,SRA1A70,1 - URBANO,1-Nov-24,8775,3584.4,2.45,1,8775,3584,21291.34
146097,LUF4334,1 - URBANO,1-Sep-24,7315,2448.4,2.99,2,3658,1224,14543.5
146071,LTV4898,1 - URBANO,1-Mar-25,10467,2779.9,3.77,2,5233.5,1389.93,16512.61
146097,LUF4334,1 - URBANO,1-Mar-25,8406,2730.1,3.08,6,1401,455.02,16216.79
103006,KOY8771,1 - URBANO,1-Mar-25,9738,2680.4,3.63,6,1623,446.74,15921.58
103035,LQT4906,1 - URBANO,1-Mar-25,9636,2636.4,3.65,5,1927.2,527.28,15660.22
103001,KZO4250,1 - URBANO,1-Mar-25,5991,2064.1,2.9,3,1997,688.02,12260.75
103026,KQQ5151,1 - URBANO,1-Mar-25,7055,1963.4,3.59,2,3527.5,981.7,11662.6
103037,KRA5632,1 - URBANO,1-Mar-25,7324,1917.7,3.82,2,3662,958.85,11391.14
103004,LTN4981,1 - URBANO,1-Mar-25,4956,1631.7,3.04,6,826,271.95,9692.3
103007,LLS6859,1 - URBANO,1-Mar-25,4520,1322,3.42,2,2260,661.02,7852.68
103033,LLY9064,1 - URBANO,1-Mar-25,3471,1234.3,2.81,2,1735.5,617.17,7331.74
103001,KZO4250,1 - URBANO,1-Feb-25,4925,1808,2.72,2,2462.5,904,10739.52
103002,KPT3410,1 - URBANO,1-Feb-25,5843,2040.6,2.86,4,1460.75,510.15,12121.16
103004,LTN4981,1 - URBANO,1-Feb-25,5297,1769.5,2.99,2,2648.5,884.75,10510.83
103006,KOY8771,1 - URBANO,1-Feb-25,8853,2499.5,3.54,6,1475.5,416.58,14847.03
103018,LTF4360,1 - URBANO,1-Feb-25,7856,2632.3,2.98,4,1964,658.07,15635.86
103020,RIO3G91,5 - URBANO COM,1-Feb-25,5920,2690.3,2.2,2,2960,1345.13,15980.38
103022,KRF4606,1 - URBANO,1-Feb-25,5870,1835.6,3.2,4,1467.5,458.9,10903.46
103029,RIO3G92,5 - URBANO COM,1-Feb-25,6192,2978.3,2.08,6,1032,496.39,17691.1
103030,RIO3G90,5 - URBANO COM,1-Feb-25,5917,2926.8,2.02,4,1479.25,731.7,17385.19
103032,KRY7729,5 - URBANO COM,1-Feb-25,6387,2843.8,2.25,4,1596.75,710.96,16892.17
103034,LQT4907,1 - URBANO,1-Feb-25,6813,2020.1,3.37,4,1703.25,505.02,11999.39
103035,LQT4906,1 - URBANO,1-Feb-25,9860,2757.6,3.58,2,4930,1378.79,16380.14
103038,RIO3G88,5 - URBANO COM,1-Feb-25,5988,2788,2.15,4,1497,697,16560.72
103052,LTC9025,5 - URBANO COM,1-Feb-25,6755,3072.4,2.2,2,3377.5,1536.19,18250.06
103053,KRY6881,5 - URBANO COM,1-Feb-25,7240,3154.6,2.3,4,1810,788.64,18738.32
103055,LTF7122,5 - URBANO COM,1-Feb-25,6545,2936.7,2.23,2,3272.5,1468.33,17444
103062,LNH5J42,5 - URBANO COM,1-Feb-25,8077,3832.6,2.11,2,4038.5,1916.28,22765.64
103065,LMP3D06,5 - URBANO COM,1-Feb-25,8297,3275.4,2.53,2,4148.5,1637.71,19455.88
103066,LRJ4H12,5 - URBANO COM,1-Feb-25,6019,2771.5,2.17,4,1504.75,692.88,16462.71
146001,KXF7J51,5 - URBANO COM,1-Feb-25,12009,4029.1,2.98,1,12009,4029.15,23932.85
146011,KZO6I35,5 - URBANO COM,1-Feb-25,9397,4066.5,2.31,1,9397,4066.48,24155.01
146015,RKV9E78,5 - URBANO COM,1-Feb-25,8985,3231.5,2.78,2,4492.5,1615.74,19195.11
146017,RIV1I99,5 - URBANO COM,1-Feb-25,8713,3092.5,2.82,2,4356.5,1546.23,18369.45
146018,RIU5J52,5 - URBANO COM,1-Feb-25,10308,3456.7,2.98,4,2577,864.16,20532.8
146020,RKV9E76,5 - URBANO COM,1-Feb-25,8336,3092.2,2.7,6,1389.33,515.37,18367.67
146021,SQW0G10,5 - URBANO COM,1-Feb-25,9845,3541.4,2.78,1,9845,3541.35,21035.92
146022,RKV9E77,5 - URBANO COM,1-Feb-25,8096,3299,2.45,6,1349.33,549.84,19596.06
146025,RKT9E97,5 - URBANO COM,1-Feb-25,6878,2644.7,2.6,4,1719.5,661.17,15709.52
146028,LTQ9A88,5 - URBANO COM,1-Feb-25,7120,2943.2,2.42,1,7120,2943.19,17482.61
146030,RIO3G85,5 - URBANO COM,1-Feb-25,8586,2882.6,2.98,2,4293,1441.29,17122.64
146031,RKR9H46,5 - URBANO COM,1-Feb-25,7206,2821.2,2.55,2,3603,1410.61,16757.93
146033,RIO3G86,5 - URBANO COM,1-Feb-25,9945,3488.4,2.85,2,4972.5,1744.22,20721.1
146038,RIO3G87,5 - URBANO COM,1-Feb-25,10160,3349.8,3.03,2,5080,1674.92,19897.81
146039,LRW2A21,5 - URBANO COM,1-Feb-25,9105,3158.6,2.88,3,3035,1052.87,18762.08
146040,KRR5F28,5 - URBANO COM,1-Feb-25,12428,4333.1,2.87,1,12428,4333.11,25738.61
146041,RKK7D97,5 - URBANO COM,1-Feb-25,17681,4870.7,3.63,1,17681,4870.72,28931.96
146044,SQY5D90,5 - URBANO COM,1-Feb-25,8680,3904.4,2.22,1,8680,3904.37,23192.14
146047,RJZ4B98,5 - URBANO COM,1-Feb-25,9522,3478,2.74,2,4761,1738.98,20659.32
146050,KRY6885,5 - URBANO COM,1-Feb-25,7925,3106.6,2.55,1,7925,3106.57,18453.2
146052,RJF5H69,5 - URBANO COM,1-Feb-25,15233,4845.6,3.14,1,15233,4845.6,28782.86
146054,RJF5H67,5 - URBANO COM,1-Feb-25,17879,5804.8,3.08,7,2554.14,829.26,34480.51
146055,SRP3E83,5 - URBANO COM,1-Feb-25,8510,3564.9,2.39,1,8510,3564.92,21175.51
146056,LUH7H82,5 - URBANO COM,1-Feb-25,7820,3102.7,2.52,1,7820,3102.72,18430.04
146061,RJF5H52,5 - URBANO COM,1-Feb-25,16549,5290.7,3.13,2,8274.5,2645.37,31426.76
146062,RJW5H36,5 - URBANO COM,1-Feb-25,16511,5261.6,3.14,5,3302.2,1052.33,31253.9
146067,RKU6B63,5 - URBANO COM,1-Feb-25,17257,5274.9,3.27,2,8628.5,2637.45,31332.91
146071,LTV4898,1 - URBANO,1-Feb-25,9678,2653.4,3.65,2,4839,1326.71,15761.2
146073,RKV9E56,5 - URBANO COM,1-Feb-25,7918,2926,2.71,2,3959,1463,17380.44
146081,LUK7I19,5 - URBANO COM,1-Feb-25,8946,3548.7,2.52,1,8946,3548.71,21079.28
146090,RJY7D01,5 - URBANO COM,1-Feb-25,10102,3277.4,3.08,2,5051,1638.68,19467.76
146091,RJY7D02,5 - URBANO COM,1-Feb-25,10349,3323,3.11,1,10349,3322.98,19738.62
146094,RJI9G10,5 - URBANO COM,1-Feb-25,10835,3412.7,3.17,4,2708.75,853.17,20271.44
146097,LUF4334,1 - URBANO,1-Feb-25,8834,2808.9,3.14,3,2944.67,936.3,16684.87
146100,SRB8I78,5 - URBANO COM,1-Feb-25,10833,3605.2,3,1,10833,3605.18,21414.89
146104,KRR2725,5 - URBANO COM,1-Feb-25,10140,3862.1,2.63,2,5070,1931.03,22940.87
146109,KRY7725,5 - URBANO COM,1-Feb-25,9740,3702.3,2.63,1,9740,3702.28,21991.66
146111,RIO3G89,5 - URBANO COM,1-Feb-25,10213,4353.3,2.35,2,5106.5,2176.65,25858.6
146112,RIO3G94,5 - URBANO COM,1-Feb-25,7956,3455.7,2.3,1,7956,3455.68,20526.86
146116,KRY7726,5 - URBANO COM,1-Feb-25,9630,3603.6,2.67,5,1926,720.72,21405.38
146137,KRR2731,5 - URBANO COM,1-Feb-25,9923,3673.2,2.7,2,4961.5,1836.58,21818.81
146138,KRR2729,5 - URBANO COM,1-Feb-25,9004,3665.1,2.46,1,9004,3665.09,21770.69
